transaction_id,transaction_date,member_id,member_first_name,member_last_name,member_email,member_tier,member_join_date,member_city,member_state,store_name,store_city,store_state,store_region,book_id,isbn,title,genre,format,author_first,author_last,publisher_name,publisher_city,publisher_country,publication_year,list_price,quantity,discount_percent,sale_total
1950,2022-03-03,165,Marcus,Thomas,marcus.thomas165@email.com,Gold,2019-10-25,Denver,TX,Left Bank Books,St. Louis,MO,Midwest,10,978-680-51245-37-7,Between Two Worlds Vol. 2,Fiction,eBook,Erik,Larson,Penguin Random House,New York,USA,2007,22.63,2,10,40.74
1951,2022-11-14,3,Blake,Taylor,blake.taylor3@email.com,Silver,2019-08-02,Denver,CA,Harvard Book Store,Cambridge,MA,Northeast,224,978-585-44803-93-9,When Nations Fall Vol. 8,History,Audiobook,Zadie,Smith,HarperCollins,New York,USA,2005,28.84,3,0,86.52
1952,2021-10-20,251,Wren,Taylor,wren.taylor251@email.com,Silver,2016-06-05,St. Louis,OR,Malaprop's Bookstore,Asheville,NC,South,204,978-228-51553-92-1,The Forgotten War Vol. 4,History,Audiobook,Gillian,Flynn,Vintage Books,New York,USA,2023,35.14,3,0,105.42
1953,2022-12-22,165,Marcus,Thomas,marcus.thomas165@email.com,Gold,2019-10-25,Denver,TX,Elliot Bay Book Co,Seattle,WA,Pacific,61,978-888-86556-99-0,No Trace Found Vol. 5,Mystery,Audiobook,Roxane,Gay,Vintage Books,New York,USA,2018,11.11,3,5,31.65
1954,2021-05-21,42,Zoe,Thomas,zoe.thomas42@email.com,Silver,2016-11-24,St. Louis,NC,The Strand,New York,NY,Northeast,143,978-394-88696-49-5,Blood and Stone Vol. 7,Fantasy,Hardcover,Roxane,Gay,Scholastic,New York,USA,2018,22.96,1,15,19.52
1955,2019-11-28,66,Kenji,Lewis,kenji.lewis66@email.com,Platinum,2021-11-19,Menlo Park,OR,Powell's Books,Portland,OR,Pacific,97,978-137-69614-21-5,Signal Lost,Science Fiction,eBook,David,Sedaris,Vintage Books,New York,USA,2017,31.52,3,10,85.11
1956,2021-06-15,86,Marcus,Anderson,marcus.anderson86@email.com,Platinum,2018-04-08,Coral Gables,TX,BookPeople,Austin,TX,South,32,978-678-78522-50-4,The Glass Garden Vol. 8,Fiction,Hardcover,Anthony,Doerr,Knopf,New York,USA,2018,30.05,1,20,24.04
1957,2019-12-16,218,Diana,Scott,diana.scott218@email.com,Bronze,2016-07-26,Portland,OR,Elliot Bay Book Co,Seattle,WA,Pacific,10,978-680-51245-37-7,Between Two Worlds Vol. 2,Fiction,eBook,Erik,Larson,Penguin Random House,New York,USA,2007,22.63,3,15,57.72
1958,2023-11-26,72,Diana,Brown,diana.brown72@email.com,Gold,2015-01-22,Seattle,CA,Left Bank Books,St. Louis,MO,Midwest,125,978-791-40647-70-0,The Iron Crown Vol. 5,Fantasy,Audiobook,Ta-Nehisi,Coates,Macmillan Publishers,New York,USA,2016,36.95,2,10,66.52
1959,2019-08-29,5,Bailey,Jackson,bailey.jackson5@email.com,Bronze,2019-03-19,San Francisco,CA,Harvard Book Store,Cambridge,MA,Northeast,103,978-492-34983-86-8,Signal Lost Vol. 7,Science Fiction,Audiobook,Donna,Tartt,Vintage Books,New York,USA,2022,17.28,2,5,32.84
1960,2020-10-22,139,Bailey,Walker,bailey.walker139@email.com,Silver,2016-06-03,Austin,CO,Malaprop's Bookstore,Asheville,NC,South,185,978-905-76535-80-0,Becoming More,Biography,Hardcover,Andy,Weir,Scholastic,New York,USA,2022,41.41,2,10,74.54
1961,2020-08-17,85,Tara,Allen,tara.allen85@email.com,Platinum,2017-04-02,Menlo Park,CO,Tattered Cover,Denver,CO,Mountain,145,978-885-91490-88-8,The Last Mage,Fantasy,eBook,Ta-Nehisi,Coates,HarperCollins,New York,USA,2018,28.51,3,10,76.98
1962,2022-05-23,191,Priya,Thomas,priya.thomas191@email.com,Silver,2019-04-18,Denver,OR,Malaprop's Bookstore,Asheville,NC,South,53,978-330-36100-28-0,Dead by Dawn Vol. 5,Mystery,eBook,Jhumpa,Lahiri,Farrar Straus Giroux,New York,USA,2012,12.17,2,0,24.34
1963,2023-03-10,108,Nadia,Harris,nadia.harris108@email.com,Platinum,2017-08-07,San Francisco,CO,Kepler's Books,Menlo Park,CA,Pacific,119,978-918-40162-87-5,First Contact Vol. 7,Science Fiction,Audiobook,Min Jin,Lee,Knopf,New York,USA,2014,37.31,1,15,31.71
1964,2023-08-26,269,James,Wilson,james.wilson269@email.com,Bronze,2016-01-28,Iowa City,FL,Left Bank Books,St. Louis,MO,Midwest,43,978-263-24168-58-0,The Last Clue Vol. 3,Mystery,Audiobook,Colson,Whitehead,Scholastic,New York,USA,2012,36.27,1,5,34.46
1965,2019-11-04,214,Zoe,Hall,zoe.hall214@email.com,Bronze,2018-05-31,Austin,CA,Tattered Cover,Denver,CO,Mountain,82,978-332-57301-32-4,Orbit Zero Vol. 2,Science Fiction,eBook,Isabel,Allende,Knopf,New York,USA,2011,42.33,1,5,40.21
1966,2020-01-20,160,Casey,Taylor,casey.taylor160@email.com,Platinum,2016-07-15,Denver,CA,Left Bank Books,St. Louis,MO,Midwest,2,978-338-76237-87-0,The Quiet Hours Vol. 2,Fiction,Audiobook,Malcolm,Gladwell,Knopf,New York,USA,2007,10.07,3,0,30.21
1967,2020-11-08,276,Casey,Jackson,casey.jackson276@email.com,Silver,2019-02-22,Seattle,OR,Elliot Bay Book Co,Seattle,WA,Pacific,25,978-296-34931-78-7,The Glass Garden,Fiction,eBook,Toni,Morrison,Bloomsbury,London,UK,2008,36.21,1,0,36.21
1968,2019-11-17,240,Alex,Scott,alex.scott240@email.com,Gold,2020-07-09,Denver,WA,Books & Books,Coral Gables,FL,South,160,978-750-91857-51-5,Emberfall Vol. 8,Fantasy,Audiobook,Richard,Osman,Knopf,New York,USA,2023,32.15,2,0,64.3
1969,2020-12-07,287,Drew,Scott,drew.scott287@email.com,Bronze,2015-10-02,Iowa City,NC,BookPeople,Austin,TX,South,163,978-856-15376-67-9,A Life Remembered Vol. 3,Biography,Audiobook,Lauren,Groff,Knopf,New York,USA,2022,24.72,1,15,21.01
1970,2020-08-05,99,Xander,Thompson,xander.thompson99@email.com,Silver,2021-04-04,Seattle,CA,Harvard Book Store,Cambridge,MA,Northeast,238,978-565-94058-79-8,Turning Points Vol. 6,History,Hardcover,Jhumpa,Lahiri,Knopf,New York,USA,2015,40.56,2,20,64.9
1971,2022-07-02,157,Omar,Johnson,omar.johnson157@email.com,Gold,2015-02-03,New York,IA,Kepler's Books,Menlo Park,CA,Pacific,150,978-624-24918-54-6,The Last Mage Vol. 6,Fantasy,Audiobook,N.K.,Jemisin,Knopf,New York,USA,2011,23.07,2,20,36.92
1972,2022-01-13,131,Xander,Green,xander.green131@email.com,Silver,2022-05-01,Cambridge,OR,Malaprop's Bookstore,Asheville,NC,South,240,978-790-35318-32-9,Turning Points Vol. 8,History,Hardcover,David,Sedaris,Simon & Schuster,New York,USA,2014,34.04,3,15,86.79
1973,2019-11-09,40,Uma,Hall,uma.hall40@email.com,Gold,2018-10-14,Seattle,MO,Books & Books,Coral Gables,FL,South,52,978-584-32241-94-1,Dead by Dawn Vol. 4,Mystery,Audiobook,Lauren,Groff,Scholastic,New York,USA,2011,24.01,3,0,72.03
1974,2020-06-22,144,Sam,Johnson,sam.johnson144@email.com,Platinum,2016-01-17,San Francisco,CA,Tattered Cover,Denver,CO,Mountain,56,978-968-25906-68-2,Dead by Dawn Vol. 8,Mystery,Audiobook,Delia,Owens,Simon & Schuster,New York,USA,2012,10.7,1,10,9.63
1975,2022-08-13,268,Xander,King,xander.king268@email.com,Gold,2021-01-21,San Francisco,MA,Books & Books,Coral Gables,FL,South,33,978-407-69929-50-1,Edge of Home,Fiction,Paperback,Michelle,Obama,Scholastic,New York,USA,2009,18.02,2,20,28.84
1976,2022-05-23,295,Priya,Moore,priya.moore295@email.com,Bronze,2019-03-06,Menlo Park,MA,Books & Books,Coral Gables,FL,South,85,978-802-17026-29-2,Orbit Zero Vol. 5,Science Fiction,Audiobook,Celeste,Ng,HarperCollins,New York,USA,2023,25.71,3,0,77.13
1977,2019-12-11,243,Grace,Scott,grace.scott243@email.com,Gold,2016-06-18,St. Louis,CO,BookPeople,Austin,TX,South,224,978-585-44803-93-9,When Nations Fall Vol. 8,History,Audiobook,Zadie,Smith,HarperCollins,New York,USA,2005,28.84,1,0,28.84
1978,2019-10-28,47,Tara,Walker,tara.walker47@email.com,Platinum,2022-06-24,San Francisco,WA,Books & Books,Coral Gables,FL,South,56,978-968-25906-68-2,Dead by Dawn Vol. 8,Mystery,Audiobook,Delia,Owens,Simon & Schuster,New York,USA,2012,10.7,1,0,10.7
1979,2019-06-09,1,Xander,Davis,xander.davis1@email.com,Bronze,2021-06-26,Portland,IA,Kepler's Books,Menlo Park,CA,Pacific,122,978-363-73156-47-5,The Iron Crown Vol. 2,Fantasy,eBook,Michelle,Obama,Simon & Schuster,New York,USA,2013,27.04,1,0,27.04
1980,2022-09-23,226,Drew,Miller,drew.miller226@email.com,Gold,2018-01-31,Seattle,CO,Prairie Lights,Iowa City,IA,Midwest,131,978-778-37801-92-9,Shadow Realm Vol. 3,Fantasy,Hardcover,Kazuo,Ishiguro,Hachette Book Group,New York,USA,2019,41.26,2,5,78.4
1981,2020-05-08,257,Iris,Davis,iris.davis257@email.com,Bronze,2017-10-19,Menlo Park,MA,The Strand,New York,NY,Northeast,78,978-911-12260-21-4,Shadows Remain Vol. 6,Mystery,Audiobook,Roxane,Gay,Hachette Book Group,New York,USA,2020,30.95,2,10,55.7
1982,2021-08-29,198,Zoe,Taylor,zoe.taylor198@email.com,Silver,2021-12-25,Seattle,CA,Left Bank Books,St. Louis,MO,Midwest,97,978-137-69614-21-5,Signal Lost,Science Fiction,eBook,David,Sedaris,Vintage Books,New York,USA,2017,31.52,2,0,63.04
1983,2021-12-22,268,Xander,King,xander.king268@email.com,Gold,2021-01-21,San Francisco,MA,Kepler's Books,Menlo Park,CA,Pacific,215,978-578-75373-49-7,Empire Rising Vol. 7,History,Paperback,Isabel,Allende,Scholastic,New York,USA,2020,34.94,3,0,104.82
1984,2022-07-21,110,Xander,Lewis,xander.lewis110@email.com,Platinum,2017-03-19,Coral Gables,IA,Tattered Cover,Denver,CO,Mountain,216,978-697-56254-16-0,Empire Rising Vol. 8,History,Audiobook,Stephen,King,HarperCollins,New York,USA,2012,26.18,2,20,41.88
1985,2022-02-21,74,Nadia,Harris,nadia.harris74@email.com,Platinum,2021-03-31,New York,OR,Prairie Lights,Iowa City,IA,Midwest,183,978-627-85372-40-2,The Long Road Vol. 7,Biography,Audiobook,Malcolm,Gladwell,HarperCollins,New York,USA,2005,29.28,2,5,55.64
1986,2019-09-04,129,Iris,Wright,iris.wright129@email.com,Gold,2021-02-02,Asheville,OR,The Booksmith,San Francisco,CA,Pacific,178,978-505-75799-57-3,The Long Road Vol. 2,Biography,eBook,Erik,Larson,Vintage Books,New York,USA,2018,40.63,2,10,73.14
1987,2019-02-21,179,Kenji,Jackson,kenji.jackson179@email.com,Bronze,2021-07-30,Cambridge,MO,Tattered Cover,Denver,CO,Mountain,167,978-358-96057-87-2,A Life Remembered Vol. 7,Biography,Hardcover,Malcolm,Gladwell,Scholastic,New York,USA,2017,27.96,2,20,44.74
1988,2020-12-09,239,Wren,Allen,wren.allen239@email.com,Silver,2018-12-11,Coral Gables,TX,The Booksmith,San Francisco,CA,Pacific,219,978-386-91689-97-9,When Nations Fall Vol. 3,History,Hardcover,Roxane,Gay,Macmillan Publishers,New York,USA,2019,22.13,2,15,37.62
1989,2021-02-22,287,Drew,Scott,drew.scott287@email.com,Bronze,2015-10-02,Iowa City,NC,BookPeople,Austin,TX,South,55,978-804-10726-23-6,Dead by Dawn Vol. 7,Mystery,Audiobook,David,Sedaris,Bloomsbury,London,UK,2009,22.58,1,0,22.58
1990,2021-06-24,6,Bailey,Young,bailey.young6@email.com,Gold,2016-06-28,New York,CO,BookPeople,Austin,TX,South,239,978-266-70150-92-4,Turning Points Vol. 7,History,Audiobook,N.K.,Jemisin,Simon & Schuster,New York,USA,2008,18.27,3,0,54.81
1991,2020-09-27,3,Blake,Taylor,blake.taylor3@email.com,Silver,2019-08-02,Denver,CA,Books & Books,Coral Gables,FL,South,50,978-230-35144-63-6,Dead by Dawn Vol. 2,Mystery,Audiobook,Andy,Weir,Macmillan Publishers,New York,USA,2014,20.08,1,0,20.08
1992,2021-10-26,189,Iris,Wright,iris.wright189@email.com,Bronze,2016-02-26,Austin,MO,Harvard Book Store,Cambridge,MA,Northeast,234,978-202-99285-27-0,Turning Points Vol. 2,History,Hardcover,Delia,Owens,Hachette Book Group,New York,USA,2015,12.4,3,0,37.2
1993,2020-07-17,18,Victor,Thompson,victor.thompson18@email.com,Platinum,2017-06-24,Cambridge,MA,The Booksmith,San Francisco,CA,Pacific,70,978-689-98781-58-6,The Cold Case Vol. 6,Mystery,eBook,Richard,Osman,Simon & Schuster,New York,USA,2005,12.67,2,15,21.54
1994,2022-12-13,23,Priya,Wilson,priya.wilson23@email.com,Gold,2017-07-12,St. Louis,CO,Left Bank Books,St. Louis,MO,Midwest,102,978-833-48254-75-4,Signal Lost Vol. 6,Science Fiction,Audiobook,Delia,Owens,HarperCollins,New York,USA,2009,41.19,2,0,82.38
1995,2023-08-14,30,Bailey,Anderson,bailey.anderson30@email.com,Bronze,2018-05-26,Austin,TX,Books & Books,Coral Gables,FL,South,161,978-705-17362-55-8,A Life Remembered,Biography,Hardcover,James,Patterson,Vintage Books,New York,USA,2014,24.93,3,0,74.79
1996,2022-07-18,242,Amara,Thompson,amara.thompson242@email.com,Bronze,2020-05-11,Menlo Park,FL,Books & Books,Coral Gables,FL,South,238,978-565-94058-79-8,Turning Points Vol. 6,History,Hardcover,Jhumpa,Lahiri,Knopf,New York,USA,2015,40.56,2,5,77.06
1997,2023-11-27,243,Grace,Scott,grace.scott243@email.com,Gold,2016-06-18,St. Louis,CO,Left Bank Books,St. Louis,MO,Midwest,45,978-385-56025-92-8,The Last Clue Vol. 5,Mystery,Audiobook,Zadie,Smith,Hachette Book Group,New York,USA,2007,20.15,3,15,51.39
1998,2021-01-26,54,Wren,Wilson,wren.wilson54@email.com,Bronze,2018-05-13,San Francisco,CA,Powell's Books,Portland,OR,Pacific,207,978-228-91922-48-9,The Forgotten War Vol. 7,History,Hardcover,Andy,Weir,Macmillan Publishers,New York,USA,2022,17.51,3,0,52.53
1999,2023-02-16,79,James,Moore,james.moore79@email.com,Silver,2020-07-12,New York,CO,Left Bank Books,St. Louis,MO,Midwest,229,978-671-49124-38-4,The Lost Century Vol. 5,History,Audiobook,Ta-Nehisi,Coates,Macmillan Publishers,New York,USA,2012,15.53,1,0,15.53
2000,2019-04-25,215,Ethan,Brown,ethan.brown215@email.com,Silver,2022-12-22,Menlo Park,IA,The Strand,New York,NY,Northeast,22,978-785-73624-37-8,A Thousand Tomorrows Vol. 6,Fiction,eBook,Malcolm,Gladwell,Penguin Random House,New York,USA,2012,11.4,3,5,32.49
2001,2019-07-19,32,Wren,Davis,wren.davis32@email.com,Silver,2019-06-13,Asheville,CA,Kepler's Books,Menlo Park,CA,Pacific,182,978-529-93748-89-7,The Long Road Vol. 6,Biography,Paperback,Celeste,Ng,Macmillan Publishers,New York,USA,2006,19.23,3,20,46.14
2002,2022-06-11,100,Marcus,Harris,marcus.harris100@email.com,Silver,2022-08-15,Menlo Park,OR,The Booksmith,San Francisco,CA,Pacific,72,978-170-76317-92-5,The Cold Case Vol. 8,Mystery,Hardcover,Sally,Rooney,HarperCollins,New York,USA,2018,20.79,1,15,17.67
2003,2019-12-13,163,Ethan,White,ethan.white163@email.com,Platinum,2021-11-28,Austin,NY,Left Bank Books,St. Louis,MO,Midwest,86,978-671-64548-87-9,Orbit Zero Vol. 6,Science Fiction,eBook,Sally,Rooney,Knopf,New York,USA,2012,11.89,3,10,32.1
2004,2019-01-30,188,Lila,Williams,lila.williams188@email.com,Silver,2020-08-08,Menlo Park,CO,Malaprop's Bookstore,Asheville,NC,South,242,978-557-44995-52-4,Your Best Self Vol. 2,Self-Help,Paperback,N.K.,Jemisin,Scholastic,New York,USA,2017,9.22,2,15,15.68
2005,2020-01-31,32,Wren,Davis,wren.davis32@email.com,Silver,2019-06-13,Asheville,CA,The Strand,New York,NY,Northeast,107,978-495-96991-93-2,Nova Protocol Vol. 3,Science Fiction,Hardcover,Delia,Owens,Bloomsbury,London,UK,2020,19.81,3,20,47.55
2006,2019-12-20,137,James,Taylor,james.taylor137@email.com,Gold,2021-06-03,Asheville,CA,The Strand,New York,NY,Northeast,38,978-145-10464-52-2,Edge of Home Vol. 6,Fiction,Hardcover,N.K.,Jemisin,Macmillan Publishers,New York,USA,2018,12.13,1,5,11.52
2007,2021-11-01,102,Alex,King,alex.king102@email.com,Gold,2016-08-03,Cambridge,CA,Left Bank Books,St. Louis,MO,Midwest,71,978-813-49529-97-9,The Cold Case Vol. 7,Mystery,Hardcover,David,Sedaris,Hachette Book Group,New York,USA,2012,29.12,1,5,27.66
2008,2020-07-14,2,Lila,Allen,lila.allen2@email.com,Bronze,2015-09-19,New York,WA,Harvard Book Store,Cambridge,MA,Northeast,163,978-856-15376-67-9,A Life Remembered Vol. 3,Biography,Audiobook,Lauren,Groff,Knopf,New York,USA,2022,24.72,2,10,44.5
2009,2022-03-09,175,Blake,Williams,blake.williams175@email.com,Gold,2019-06-19,San Francisco,MO,Elliot Bay Book Co,Seattle,WA,Pacific,31,978-513-25713-82-3,The Glass Garden Vol. 7,Fiction,Paperback,Andy,Weir,HarperCollins,New York,USA,2007,11.32,3,20,27.18
2010,2019-06-30,290,Ethan,Garcia,ethan.garcia290@email.com,Bronze,2021-05-09,New York,FL,Elliot Bay Book Co,Seattle,WA,Pacific,23,978-516-34957-22-1,A Thousand Tomorrows Vol. 7,Fiction,Audiobook,James,Patterson,Knopf,New York,USA,2020,17.25,1,0,17.25
2011,2020-10-12,45,Ethan,Green,ethan.green45@email.com,Silver,2022-01-27,New York,MO,Tattered Cover,Denver,CO,Mountain,47,978-720-77033-24-6,The Last Clue Vol. 7,Mystery,Audiobook,Celeste,Ng,Knopf,New York,USA,2015,20.74,3,10,56.01
2012,2023-06-04,11,Yara,Jones,yara.jones11@email.com,Platinum,2015-05-12,Coral Gables,OR,Tattered Cover,Denver,CO,Mountain,248,978-219-99167-36-9,Your Best Self Vol. 8,Self-Help,Paperback,Anthony,Doerr,Farrar Straus Giroux,New York,USA,2021,14.58,1,0,14.58
2013,2019-06-16,192,Rosa,Scott,rosa.scott192@email.com,Platinum,2023-01-03,Austin,CA,Elliot Bay Book Co,Seattle,WA,Pacific,164,978-163-69050-23-5,A Life Remembered Vol. 4,Biography,eBook,Ocean,Vuong,Hachette Book Group,New York,USA,2021,29.56,1,15,25.13
2014,2023-03-28,98,Diana,Johnson,diana.johnson98@email.com,Gold,2016-02-08,Austin,NC,Left Bank Books,St. Louis,MO,Midwest,79,978-584-82544-77-5,Shadows Remain Vol. 7,Mystery,Paperback,Delia,Owens,Bloomsbury,London,UK,2023,19.4,1,15,16.49
2015,2022-12-16,28,Victor,Lewis,victor.lewis28@email.com,Bronze,2021-10-05,New York,TX,Prairie Lights,Iowa City,IA,Midwest,80,978-413-42951-39-1,Shadows Remain Vol. 8,Mystery,eBook,Donna,Tartt,Farrar Straus Giroux,New York,USA,2019,20.95,1,0,20.95
2016,2020-10-08,72,Diana,Brown,diana.brown72@email.com,Gold,2015-01-22,Seattle,CA,Books & Books,Coral Gables,FL,South,72,978-170-76317-92-5,The Cold Case Vol. 8,Mystery,Hardcover,Sally,Rooney,HarperCollins,New York,USA,2018,20.79,1,5,19.75
2017,2020-02-13,97,Blake,Robinson,blake.robinson97@email.com,Platinum,2022-03-27,Menlo Park,IA,Harvard Book Store,Cambridge,MA,Northeast,214,978-986-30932-51-9,Empire Rising Vol. 6,History,eBook,Celeste,Ng,Penguin Random House,New York,USA,2018,41.13,2,0,82.26
2018,2019-07-09,226,Drew,Miller,drew.miller226@email.com,Gold,2018-01-31,Seattle,CO,Harvard Book Store,Cambridge,MA,Northeast,67,978-765-18993-93-0,The Cold Case Vol. 3,Mystery,Hardcover,N.K.,Jemisin,Penguin Random House,New York,USA,2016,42.99,2,5,81.68
2019,2023-05-01,187,Sam,Walker,sam.walker187@email.com,Platinum,2015-11-12,Seattle,NC,Kepler's Books,Menlo Park,CA,Pacific,149,978-378-68079-94-6,The Last Mage Vol. 5,Fantasy,Paperback,Haruki,Murakami,Penguin Random House,New York,USA,2006,14.34,3,15,36.57
2020,2023-09-06,88,Drew,Robinson,drew.robinson88@email.com,Silver,2017-03-29,San Francisco,NC,Powell's Books,Portland,OR,Pacific,116,978-754-65615-98-4,First Contact Vol. 4,Science Fiction,Audiobook,Colson,Whitehead,HarperCollins,New York,USA,2023,41.13,2,10,74.04
2021,2020-03-07,276,Casey,Jackson,casey.jackson276@email.com,Silver,2019-02-22,Seattle,OR,Books & Books,Coral Gables,FL,South,40,978-251-66333-26-0,Edge of Home Vol. 8,Fiction,Hardcover,Haruki,Murakami,Simon & Schuster,New York,USA,2023,37.37,2,15,63.52
2022,2020-12-01,148,Zoe,Anderson,zoe.anderson148@email.com,Bronze,2022-08-27,Portland,NY,BookPeople,Austin,TX,South,89,978-518-69048-98-9,The Outer Reaches,Science Fiction,Paperback,Colson,Whitehead,Hachette Book Group,New York,USA,2010,27.76,3,15,70.8
2023,2021-11-17,138,Alex,Jones,alex.jones138@email.com,Platinum,2016-07-09,Portland,MA,The Strand,New York,NY,Northeast,142,978-669-17861-85-8,Blood and Stone Vol. 6,Fantasy,Hardcover,Erik,Larson,HarperCollins,New York,USA,2016,23.67,1,20,18.94
2024,2020-06-18,112,Yara,Allen,yara.allen112@email.com,Bronze,2015-09-14,Asheville,CO,Elliot Bay Book Co,Seattle,WA,Pacific,67,978-765-18993-93-0,The Cold Case Vol. 3,Mystery,Hardcover,N.K.,Jemisin,Penguin Random House,New York,USA,2016,42.99,1,0,42.99
2025,2019-10-14,96,Victor,Hall,victor.hall96@email.com,Silver,2018-12-25,San Francisco,FL,Elliot Bay Book Co,Seattle,WA,Pacific,133,978-102-46342-28-2,Shadow Realm Vol. 5,Fantasy,Paperback,Anthony,Doerr,Hachette Book Group,New York,USA,2009,20.16,3,5,57.45
2026,2021-02-12,191,Priya,Thomas,priya.thomas191@email.com,Silver,2019-04-18,Denver,OR,Books & Books,Coral Gables,FL,South,83,978-399-26551-91-7,Orbit Zero Vol. 3,Science Fiction,Paperback,Stephen,King,Farrar Straus Giroux,New York,USA,2006,18.32,3,15,46.71
2027,2022-12-07,18,Victor,Thompson,victor.thompson18@email.com,Platinum,2017-06-24,Cambridge,MA,Kepler's Books,Menlo Park,CA,Pacific,231,978-453-29198-47-0,The Lost Century Vol. 7,History,Audiobook,Jhumpa,Lahiri,HarperCollins,New York,USA,2017,39.45,3,0,118.35
2028,2021-05-13,5,Bailey,Jackson,bailey.jackson5@email.com,Bronze,2019-03-19,San Francisco,CA,Tattered Cover,Denver,CO,Mountain,92,978-549-26299-69-4,The Outer Reaches Vol. 4,Science Fiction,eBook,Toni,Morrison,Simon & Schuster,New York,USA,2023,29.22,2,5,55.52
2029,2021-01-03,52,Tara,Thompson,tara.thompson52@email.com,Gold,2017-10-30,Cambridge,IA,Tattered Cover,Denver,CO,Mountain,87,978-553-48974-85-6,Orbit Zero Vol. 7,Science Fiction,Paperback,Sally,Rooney,Knopf,New York,USA,2017,35.36,1,0,35.36
2030,2023-03-21,280,Rosa,Williams,rosa.williams280@email.com,Platinum,2019-05-05,Asheville,CA,Tattered Cover,Denver,CO,Mountain,120,978-199-92242-92-0,First Contact Vol. 8,Science Fiction,eBook,Delia,Owens,Hachette Book Group,New York,USA,2009,32.03,2,0,64.06
2031,2022-03-25,234,Blake,Scott,blake.scott234@email.com,Gold,2020-04-16,Coral Gables,TX,Books & Books,Coral Gables,FL,South,208,978-275-96341-89-9,The Forgotten War Vol. 8,History,Paperback,Roxane,Gay,HarperCollins,New York,USA,2023,29.11,2,15,49.48
2032,2023-09-05,205,Nadia,Allen,nadia.allen205@email.com,Platinum,2019-03-06,St. Louis,NY,Elliot Bay Book Co,Seattle,WA,Pacific,188,978-286-27675-18-7,Becoming More Vol. 4,Biography,Audiobook,Erik,Larson,Simon & Schuster,New York,USA,2020,42.34,2,0,84.68
2033,2020-11-22,192,Rosa,Scott,rosa.scott192@email.com,Platinum,2023-01-03,Austin,CA,Books & Books,Coral Gables,FL,South,186,978-865-12128-55-1,Becoming More Vol. 2,Biography,Hardcover,Gillian,Flynn,Vintage Books,New York,USA,2016,30.6,3,5,87.21
2034,2023-12-02,154,James,King,james.king154@email.com,Silver,2022-11-04,Iowa City,CA,Powell's Books,Portland,OR,Pacific,103,978-492-34983-86-8,Signal Lost Vol. 7,Science Fiction,Audiobook,Donna,Tartt,Vintage Books,New York,USA,2022,17.28,3,0,51.84
2035,2023-05-05,216,Quinn,Williams,quinn.williams216@email.com,Gold,2022-08-05,Cambridge,CO,Prairie Lights,Iowa City,IA,Midwest,28,978-371-69638-46-6,The Glass Garden Vol. 4,Fiction,Hardcover,Mary,Oliver,Bloomsbury,London,UK,2005,14.59,3,0,43.77
2036,2021-11-14,15,Yara,Baker,yara.baker15@email.com,Silver,2015-08-20,Asheville,MA,Tattered Cover,Denver,CO,Mountain,103,978-492-34983-86-8,Signal Lost Vol. 7,Science Fiction,Audiobook,Donna,Tartt,Vintage Books,New York,USA,2022,17.28,2,0,34.56
2037,2022-03-09,269,James,Wilson,james.wilson269@email.com,Bronze,2016-01-28,Iowa City,FL,BookPeople,Austin,TX,South,227,978-822-28098-76-3,The Lost Century Vol. 3,History,Paperback,James,Patterson,Bloomsbury,London,UK,2020,22.94,1,20,18.35
2038,2019-07-05,171,Hector,Martin,hector.martin171@email.com,Bronze,2022-02-26,Asheville,OR,Powell's Books,Portland,OR,Pacific,34,978-371-27361-54-1,Edge of Home Vol. 2,Fiction,Hardcover,Stephen,King,Vintage Books,New York,USA,2011,11.48,1,0,11.48
2039,2021-03-21,178,James,Brown,james.brown178@email.com,Silver,2020-09-25,Denver,NC,Elliot Bay Book Co,Seattle,WA,Pacific,206,978-265-52291-38-5,The Forgotten War Vol. 6,History,Hardcover,Andy,Weir,Penguin Random House,New York,USA,2014,26.61,2,0,53.22
2040,2019-12-19,76,Zoe,Anderson,zoe.anderson76@email.com,Bronze,2019-04-27,Cambridge,IA,BookPeople,Austin,TX,South,1,978-242-23434-96-8,The Quiet Hours,Fiction,Hardcover,Ocean,Vuong,HarperCollins,New York,USA,2012,34.2,2,0,68.4
2041,2023-10-23,95,Zoe,Thomas,zoe.thomas95@email.com,Bronze,2022-11-13,New York,TX,BookPeople,Austin,TX,South,21,978-824-92719-17-3,A Thousand Tomorrows Vol. 5,Fiction,Paperback,Stephen,King,Knopf,New York,USA,2005,29.0,2,0,58.0
2042,2022-11-03,126,Carlos,Robinson,carlos.robinson126@email.com,Silver,2015-05-07,Cambridge,OR,Tattered Cover,Denver,CO,Mountain,24,978-789-95649-92-1,A Thousand Tomorrows Vol. 8,Fiction,eBook,Zadie,Smith,Bloomsbury,London,UK,2019,23.39,2,10,42.1
2043,2020-12-06,245,Sam,Allen,sam.allen245@email.com,Bronze,2016-08-03,Asheville,CA,Tattered Cover,Denver,CO,Mountain,2,978-338-76237-87-0,The Quiet Hours Vol. 2,Fiction,Audiobook,Malcolm,Gladwell,Knopf,New York,USA,2007,10.07,2,0,20.14
